Main Category,Occasion,Clothing Type,Clothing Type 2,Pleat?,Material,Brand,Fit,Color 1,Color 2,File Name
Bottoms,Casual,Jeans,,No,Denim,Levis,Skinny,Indigo,,H&M_Jeans_Skinny_Indigo.jpg
Bottoms,Casual,Jeans,,No,Denim,Levis,Skinny,Light Gray,,H&M_Jeans_Skinny_LightGray.jpg
Bottoms,Casual,Jeans,,No,Denim,Levis,Skinny,Maroon,,H&M_Jeans_Skinny_Maroon.jpg
Bottoms,Casual,Jeans,,No,Denim,Levis,Skinny,Olive,,H&M_Jeans_Skinny_Olive.jpg
Bottoms,Casual,Jeans,,No,Denim,Levis,Skinny,Turquoise,,H&M_Jeans_Skinny_Turquoise.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Billabong,,Maroon,,Billabong_Shorts_Chino_Maroon.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Old Navy,,Red,,OldNavy_Shorts_Chino_Red.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Beige,,Uniqlo_Shorts_Chino_Beige.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Black,,Uniqlo_Shorts_Chino_Black.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Blue,,Uniqlo_Shorts_Chino_Blue.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Brown,,Uniqlo_Shorts_Chino_Brown.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Charcoal,,Uniqlo_Shorts_Chino_Charcoal.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Dark Brown,,Uniqlo_Shorts_Chino_DarkBrown.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Green,,Uniqlo_Shorts_Chino_Green.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Light Blue,,Uniqlo_Shorts_Chino_LightBlue.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Light Gray,,Uniqlo_Shorts_Chino_LightGray.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Light Purple,,Uniqlo_Shorts_Chino_LightPurple.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Navy,,Uniqlo_Shorts_Chino_Navy.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Olive,,Uniqlo_Shorts_Chino_Olive.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Orange,,Uniqlo_Shorts_Chino_Orange.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Pink,,Uniqlo_Shorts_Chino_Pink.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Tan,,Uniqlo_Shorts_Chino_Tan.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,Turquoise,,Uniqlo_Shorts_Chino_Turquoise.jpg
Bottoms,Casual,Shorts,Chinos,No,Cotton,Uniqlo,,White,,Uniqlo_Shorts_Chino_White.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Beige,,Uniqlo_Shorts_Stretch_Twill_Beige.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Black,,Uniqlo_Shorts_Stretch_Twill_Black.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Blue,,Uniqlo_Shorts_Stretch_Twill_Blue.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Brown,,Uniqlo_Shorts_Stretch_Twill_Brown.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Charcoal,,Uniqlo_Shorts_Stretch_Twill_Charcoal.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Green,,Uniqlo_Shorts_Stretch_Twill_Green.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Light Purple,,Uniqlo_Shorts_Stretch_Twill_LightPurple.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Navy,,Uniqlo_Shorts_Stretch_Twill_Navy.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Olive,,Uniqlo_Shorts_Stretch_Twill_Olive.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Orange,,Uniqlo_Shorts_Stretch_Twill_Orange.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Pink,,Uniqlo_Shorts_Stretch_Twill_Pink.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Purple,,Uniqlo_Shorts_Stretch_Twill_Purple.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Red,,Uniqlo_Shorts_Stretch_Twill_Red.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,Tan,,Uniqlo_Shorts_Stretch_Twill_Tan.jpg
Bottoms,Casual,Shorts,Stretch,No,Twill,Uniqlo,,White,,Uniqlo_Shorts_Stretch_Twill_White.jpg
